event_id,timestamp,mission_phase,region_type,radar_signal_strength,radar_noise_level,satellite_temperature,satellite_power_level,uav_battery_level,uav_altitude,communication_latency_ms,communication_packet_loss,cyber_alert_count,failed_login_attempts,weather_severity,anomaly_label,anomaly_type
EVT-00365,2026-01-04 19:00:00,Pre-Mission,Mountain,44.56,18.93,70.81,77.66,77.59,12411.72,475.64,6.09,17,3,1,1,Multi-Domain Escalation
EVT-00366,2026-01-04 19:15:00,Transit,Urban,85.89,19.56,29.92,96.7,76.25,11378.94,107.22,6.08,1,3,1,0,Normal
EVT-00367,2026-01-04 19:30:00,Transit,Coastal,80.43,17.8,41.82,93.15,95.63,7540.69,189.05,5.11,0,2,1,0,Normal
EVT-00368,2026-01-04 19:45:00,Launch,Mountain,81.71,15.05,45.45,90.04,87.43,7950.66,114.51,4.54,1,2,3,0,Normal
EVT-00369,2026-01-04 20:00:00,Pre-Mission,Open Ocean,94.74,18.51,42.75,80.02,57.16,7410.75,166.76,2.36,2,1,3,0,Normal
EVT-00370,2026-01-04 20:15:00,Surveillance,Desert,82.22,34.6,43.03,87.06,83.14,12948.35,179.38,4.37,1,5,2,0,Normal
EVT-00371,2026-01-04 20:30:00,Launch,Open Ocean,83.92,23.01,48.9,82.7,84.49,8594.38,84.2,2.35,6,3,1,0,Normal
EVT-00372,2026-01-04 20:45:00,Surveillance,Coastal,100.0,24.3,36.37,86.2,76.41,15138.94,103.03,0.01,3,1,2,0,Normal
EVT-00373,2026-01-04 21:00:00,Transit,Mountain,76.08,23.06,31.98,84.25,87.84,12075.62,83.85,4.91,2,5,4,0,Normal
EVT-00374,2026-01-04 21:15:00,Launch,Mountain,70.82,26.88,42.21,71.73,74.63,11389.53,76.95,4.31,1,5,2,0,Normal
EVT-00375,2026-01-04 21:30:00,Return,Open Ocean,81.85,16.86,51.11,93.85,74.81,9890.36,143.35,2.45,2,4,1,0,Normal
EVT-00376,2026-01-04 21:45:00,Pre-Mission,Open Ocean,81.95,5.67,58.5,85.43,73.7,13555.65,113.12,0.54,2,0,4,0,Normal
EVT-00377,2026-01-04 22:00:00,Surveillance,Open Ocean,73.26,16.87,51.26,82.61,43.74,9988.76,121.83,1.56,3,2,4,0,Normal
EVT-00378,2026-01-04 22:15:00,Surveillance,Desert,68.71,22.87,33.25,82.08,70.87,9536.55,348.07,0.0,0,2,3,1,Communication Disruption
EVT-00379,2026-01-04 22:30:00,Launch,Mountain,98.79,12.18,43.14,88.51,62.64,14970.87,54.99,4.01,2,1,5,0,Normal
EVT-00380,2026-01-04 22:45:00,Launch,Mountain,80.94,16.94,47.05,79.74,55.39,12886.55,165.04,0.0,5,3,5,0,Normal
EVT-00381,2026-01-04 23:00:00,Pre-Mission,Open Ocean,71.41,13.85,46.42,70.21,92.08,11412.68,107.78,2.96,3,3,1,0,Normal
EVT-00382,2026-01-04 23:15:00,Return,Coastal,86.24,27.01,49.31,88.85,79.06,13603.58,138.63,1.15,0,2,5,0,Normal
EVT-00383,2026-01-04 23:30:00,Return,Coastal,77.02,22.5,37.66,89.63,71.58,12022.33,141.72,0.22,3,3,1,0,Normal
EVT-00384,2026-01-04 23:45:00,Launch,Open Ocean,75.72,21.91,78.13,43.91,64.09,12957.53,167.98,2.88,0,5,3,1,Satellite Telemetry Spike
EVT-00385,2026-01-05 00:00:00,Pre-Mission,Coastal,83.06,21.73,48.36,77.96,76.15,9957.88,116.33,1.97,3,6,5,0,Normal
EVT-00386,2026-01-05 00:15:00,Pre-Mission,Coastal,66.37,17.78,51.61,86.62,85.88,17176.0,45.67,3.84,3,4,5,0,Normal
EVT-00387,2026-01-05 00:30:00,Pre-Mission,Mountain,81.17,19.19,38.55,75.75,60.42,10550.95,122.0,0.47,4,1,1,0,Normal
EVT-00388,2026-01-05 00:45:00,Return,Coastal,95.22,10.89,60.37,56.99,71.93,15890.04,127.02,1.29,1,1,1,1,Satellite Telemetry Spike
EVT-00389,2026-01-05 01:00:00,Return,Open Ocean,82.2,4.88,23.37,80.75,84.15,11527.83,331.88,0.0,0,0,2,1,Communication Disruption
EVT-00390,2026-01-05 01:15:00,Pre-Mission,Open Ocean,74.61,18.9,40.03,91.91,44.9,14017.74,125.16,0.0,5,2,2,0,Normal
EVT-00391,2026-01-05 01:30:00,Surveillance,Coastal,73.44,19.94,40.8,83.46,71.19,13835.56,107.36,5.38,4,3,2,0,Normal
EVT-00392,2026-01-05 01:45:00,Pre-Mission,Mountain,74.31,25.26,36.84,82.86,65.99,14867.13,73.0,5.83,1,0,3,0,Normal
EVT-00393,2026-01-05 02:00:00,Launch,Open Ocean,75.71,27.43,46.32,99.68,70.13,9898.44,143.5,2.65,1,2,2,0,Normal
EVT-00394,2026-01-05 02:15:00,Transit,Desert,74.6,27.42,44.55,88.47,64.98,14689.09,100.27,1.18,1,2,3,0,Normal
EVT-00395,2026-01-05 02:30:00,Surveillance,Coastal,86.25,12.01,26.93,88.37,73.93,16616.1,105.78,2.02,2,2,5,0,Normal
EVT-00396,2026-01-05 02:45:00,Return,Mountain,62.4,15.89,46.72,83.41,98.93,11353.27,103.81,3.9,2,2,3,0,Normal
EVT-00397,2026-01-05 03:00:00,Pre-Mission,Desert,85.76,20.88,37.57,81.83,67.47,12086.77,163.24,1.68,2,2,2,0,Normal
EVT-00398,2026-01-05 03:15:00,Pre-Mission,Desert,74.58,33.19,48.89,70.7,76.08,10691.38,118.57,2.88,5,1,3,0,Normal
EVT-00399,2026-01-05 03:30:00,Launch,Urban,81.39,26.88,34.75,92.78,99.93,11133.91,122.77,2.48,4,2,4,0,Normal
EVT-00400,2026-01-05 03:45:00,Launch,Coastal,67.86,24.72,45.24,89.14,64.3,16278.56,104.58,1.59,2,4,5,0,Normal
EVT-00401,2026-01-05 04:00:00,Return,Open Ocean,89.96,15.67,42.73,84.75,97.41,9489.41,136.2,1.66,3,3,5,0,Normal
EVT-00402,2026-01-05 04:15:00,Surveillance,Coastal,89.21,12.7,47.42,85.04,72.07,9644.7,167.23,2.97,4,6,2,0,Normal
EVT-00403,2026-01-05 04:30:00,Launch,Coastal,86.64,22.73,46.0,91.15,96.95,16027.25,142.68,0.94,2,1,5,0,Normal
EVT-00404,2026-01-05 04:45:00,Return,Coastal,25.31,35.22,42.96,75.12,82.5,13561.37,144.04,3.22,1,7,5,1,Radar Degradation
EVT-00405,2026-01-05 05:00:00,Transit,Urban,85.46,16.57,32.71,81.87,76.3,17300.93,141.22,1.75,2,5,1,0,Normal
EVT-00406,2026-01-05 05:15:00,Transit,Urban,32.33,35.5,33.18,78.05,71.08,10873.9,71.69,2.7,2,5,3,1,Radar Degradation
EVT-00407,2026-01-05 05:30:00,Transit,Coastal,63.55,27.56,40.33,98.4,63.26,12315.7,89.34,4.71,0,4,1,0,Normal
EVT-00408,2026-01-05 05:45:00,Pre-Mission,Open Ocean,77.78,15.87,44.93,92.13,73.06,10348.31,112.83,2.23,0,4,3,0,Normal
EVT-00409,2026-01-05 06:00:00,Return,Urban,81.28,3.36,40.13,70.58,84.56,12358.25,94.59,3.97,3,3,1,0,Normal
EVT-00410,2026-01-05 06:15:00,Pre-Mission,Coastal,83.0,21.03,50.0,75.4,71.82,7564.76,82.74,0.0,1,4,2,0,Normal
EVT-00411,2026-01-05 06:30:00,Pre-Mission,Urban,79.6,13.81,42.77,85.07,67.57,13712.39,54.47,1.75,16,17,3,1,Cyber Intrusion Pattern
EVT-00412,2026-01-05 06:45:00,Launch,Mountain,80.62,18.26,37.28,82.69,68.49,12808.69,72.87,2.54,2,4,2,0,Normal
EVT-00413,2026-01-05 07:00:00,Launch,Coastal,91.26,17.48,42.78,76.73,85.89,11856.11,111.02,5.58,3,3,1,0,Normal
EVT-00414,2026-01-05 07:15:00,Pre-Mission,Desert,42.67,31.17,69.29,99.61,89.15,11024.09,295.29,0.0,10,2,2,1,Multi-Domain Escalation
EVT-00415,2026-01-05 07:30:00,Pre-Mission,Mountain,52.2,22.74,47.6,88.19,62.66,9763.12,92.24,2.35,1,4,3,0,Normal
EVT-00416,2026-01-05 07:45:00,Surveillance,Desert,75.14,8.8,60.03,89.32,62.64,13819.28,122.76,4.83,4,4,4,0,Normal
EVT-00417,2026-01-05 08:00:00,Return,Desert,76.52,14.9,39.65,81.16,77.31,9072.28,104.82,1.24,0,2,1,0,Normal
EVT-00418,2026-01-05 08:15:00,Pre-Mission,Mountain,62.23,22.1,44.41,91.06,93.39,13279.74,158.17,2.16,4,2,3,0,Normal
EVT-00419,2026-01-05 08:30:00,Launch,Open Ocean,78.85,14.32,48.41,83.34,88.04,17186.13,114.34,3.03,2,2,1,0,Normal
EVT-00420,2026-01-05 08:45:00,Transit,Mountain,89.24,8.35,44.81,84.02,54.47,15713.8,144.37,2.8,2,2,1,0,Normal
EVT-00421,2026-01-05 09:00:00,Return,Open Ocean,68.22,22.01,41.0,90.28,68.3,8237.18,127.11,5.01,15,34,1,1,Cyber Intrusion Pattern
EVT-00422,2026-01-05 09:15:00,Surveillance,Open Ocean,81.03,24.74,32.61,74.6,58.97,10658.15,70.93,3.22,0,3,4,0,Normal
EVT-00423,2026-01-05 09:30:00,Surveillance,Mountain,41.91,40.69,56.5,97.18,68.25,13053.63,294.88,4.62,18,7,5,1,Multi-Domain Escalation
EVT-00424,2026-01-05 09:45:00,Transit,Desert,71.95,6.23,36.41,87.28,94.46,11824.3,76.75,1.92,3,5,4,0,Normal
EVT-00425,2026-01-05 10:00:00,Transit,Coastal,91.3,22.24,31.19,94.97,52.08,8501.49,116.22,1.32,0,4,2,0,Normal
EVT-00426,2026-01-05 10:15:00,Pre-Mission,Open Ocean,73.12,8.04,38.63,78.47,49.34,12963.29,93.92,2.14,0,1,5,0,Normal
EVT-00427,2026-01-05 10:30:00,Return,Desert,82.16,19.85,36.62,79.54,60.4,11974.96,133.37,0.65,1,6,3,0,Normal
EVT-00428,2026-01-05 10:45:00,Return,Open Ocean,61.16,12.68,49.67,77.87,76.02,16785.81,73.02,3.27,1,2,3,0,Normal
EVT-00429,2026-01-05 11:00:00,Pre-Mission,Coastal,94.76,11.04,49.81,87.75,80.69,11366.93,120.51,1.88,2,3,4,0,Normal
EVT-00430,2026-01-05 11:15:00,Surveillance,Desert,83.42,15.35,37.77,86.46,78.12,14920.01,140.03,1.43,0,3,4,0,Normal
EVT-00431,2026-01-05 11:30:00,Pre-Mission,Mountain,76.36,16.9,42.92,82.75,88.46,8832.28,151.77,3.3,3,3,3,0,Normal
EVT-00432,2026-01-05 11:45:00,Surveillance,Urban,83.18,14.13,30.13,78.9,47.32,9429.98,93.25,0.67,2,3,3,0,Normal
EVT-00433,2026-01-05 12:00:00,Return,Urban,65.31,21.53,41.05,77.13,88.64,13804.15,120.62,3.73,2,5,2,0,Normal
EVT-00434,2026-01-05 12:15:00,Pre-Mission,Mountain,88.64,15.32,48.19,85.66,67.63,14709.33,126.45,1.73,3,1,4,0,Normal
EVT-00435,2026-01-05 12:30:00,Transit,Coastal,75.08,23.88,51.6,82.74,82.24,9606.52,174.15,4.35,3,4,4,0,Normal
EVT-00436,2026-01-05 12:45:00,Pre-Mission,Urban,76.16,19.69,39.3,81.2,53.47,12060.19,230.93,8.87,0,4,3,1,Communication Disruption
EVT-00437,2026-01-05 13:00:00,Transit,Mountain,73.58,13.81,53.41,96.83,72.07,8546.05,88.11,3.51,1,1,4,0,Normal
EVT-00438,2026-01-05 13:15:00,Return,Desert,72.77,12.8,32.87,85.42,75.31,11546.95,218.16,2.79,0,3,1,0,Normal
EVT-00439,2026-01-05 13:30:00,Pre-Mission,Coastal,84.25,8.12,35.02,94.89,88.18,14092.31,110.44,3.69,1,3,3,0,Normal
EVT-00440,2026-01-05 13:45:00,Launch,Open Ocean,80.3,19.74,50.68,82.27,49.81,10912.6,53.82,2.68,3,7,5,0,Normal
EVT-00441,2026-01-05 14:00:00,Return,Desert,83.87,15.87,58.37,87.71,72.43,11377.41,99.61,0.0,2,3,4,0,Normal
EVT-00442,2026-01-05 14:15:00,Launch,Mountain,31.35,7.07,48.95,85.61,56.81,9175.51,23.09,4.11,4,4,4,1,Radar Degradation
EVT-00443,2026-01-05 14:30:00,Pre-Mission,Open Ocean,82.62,14.79,44.68,74.12,79.08,10379.1,128.43,2.36,3,1,5,0,Normal
EVT-00444,2026-01-05 14:45:00,Transit,Mountain,74.23,12.59,27.44,96.0,82.88,16395.28,148.34,3.76,1,4,4,0,Normal
EVT-00445,2026-01-05 15:00:00,Transit,Urban,98.07,27.45,28.82,85.05,90.02,12182.31,88.09,3.6,1,1,4,0,Normal
EVT-00446,2026-01-05 15:15:00,Surveillance,Urban,63.89,7.78,46.04,91.22,64.51,9494.23,103.52,1.26,4,4,3,0,Normal
EVT-00447,2026-01-05 15:30:00,Launch,Open Ocean,37.43,18.56,42.14,80.74,84.98,11213.07,152.33,1.04,2,5,5,1,Radar Degradation
EVT-00448,2026-01-05 15:45:00,Return,Open Ocean,90.31,24.66,36.15,84.85,91.05,8006.43,58.74,3.55,2,4,4,0,Normal
EVT-00449,2026-01-05 16:00:00,Transit,Desert,70.33,26.14,45.52,79.93,48.99,9464.6,73.75,2.01,2,6,3,0,Normal
EVT-00450,2026-01-05 16:15:00,Launch,Urban,98.06,13.53,45.92,94.65,80.57,15400.85,112.02,4.0,1,6,1,0,Normal
EVT-00451,2026-01-05 16:30:00,Return,Coastal,86.96,14.21,52.56,88.18,85.42,11643.79,93.67,2.21,18,24,5,1,Cyber Intrusion Pattern
EVT-00452,2026-01-05 16:45:00,Return,Urban,86.74,21.7,46.09,88.57,68.38,16726.83,109.71,4.14,3,2,2,0,Normal
EVT-00453,2026-01-05 17:00:00,Transit,Urban,78.25,4.04,54.83,95.51,55.05,11761.63,75.77,3.18,4,8,2,0,Normal
EVT-00454,2026-01-05 17:15:00,Pre-Mission,Coastal,76.04,6.83,45.06,94.09,85.2,11910.05,127.5,2.96,3,2,1,0,Normal
EVT-00455,2026-01-05 17:30:00,Transit,Mountain,76.12,16.32,44.08,91.36,55.21,13602.24,114.78,1.9,8,33,2,1,Cyber Intrusion Pattern
EVT-00456,2026-01-05 17:45:00,Transit,Urban,81.51,27.3,53.51,76.05,69.5,5318.53,139.22,2.87,1,4,1,0,Normal
EVT-00457,2026-01-05 18:00:00,Pre-Mission,Open Ocean,90.61,15.39,37.17,81.13,71.44,12512.35,127.01,4.41,14,12,1,1,Cyber Intrusion Pattern
EVT-00458,2026-01-05 18:15:00,Surveillance,Mountain,79.63,18.61,67.52,78.97,82.02,11877.53,127.23,2.41,0,3,1,0,Normal
EVT-00459,2026-01-05 18:30:00,Return,Coastal,69.8,24.8,48.0,91.09,63.23,15715.1,69.38,3.35,3,8,2,0,Normal
EVT-00460,2026-01-05 18:45:00,Pre-Mission,Mountain,85.42,30.64,48.05,87.19,62.42,14411.7,137.24,2.57,2,2,4,0,Normal
EVT-00461,2026-01-05 19:00:00,Surveillance,Desert,45.01,42.31,61.93,76.27,73.38,9165.77,297.49,2.7,9,2,5,1,Multi-Domain Escalation
EVT-00462,2026-01-05 19:15:00,Pre-Mission,Coastal,83.89,17.9,60.02,84.68,86.09,15105.35,114.17,5.26,5,3,2,0,Normal
EVT-00463,2026-01-05 19:30:00,Surveillance,Urban,84.71,28.93,51.34,75.54,100.0,11344.21,156.69,4.42,4,2,3,0,Normal
EVT-00464,2026-01-05 19:45:00,Transit,Urban,75.56,8.87,32.16,85.63,50.9,9738.87,94.82,2.63,0,4,5,0,Normal
EVT-00465,2026-01-05 20:00:00,Pre-Mission,Open Ocean,69.64,24.17,56.23,74.41,76.41,12492.76,167.29,2.84,2,0,4,0,Normal
EVT-00466,2026-01-05 20:15:00,Return,Urban,27.13,29.83,42.27,89.7,56.79,11493.08,170.56,1.38,2,10,5,1,Radar Degradation
EVT-00467,2026-01-05 20:30:00,Pre-Mission,Desert,63.28,18.61,45.86,88.65,86.26,15846.16,146.35,2.22,13,15,3,1,Cyber Intrusion Pattern
EVT-00468,2026-01-05 20:45:00,Transit,Coastal,80.13,16.54,34.77,99.36,58.86,12851.56,85.68,3.0,3,4,1,0,Normal
EVT-00469,2026-01-05 21:00:00,Pre-Mission,Desert,77.25,12.25,49.21,91.94,62.55,12514.15,43.48,3.86,3,5,1,0,Normal
EVT-00470,2026-01-05 21:15:00,Return,Urban,45.74,26.62,62.25,83.04,63.75,14251.62,488.47,3.7,19,3,4,1,Multi-Domain Escalation
EVT-00471,2026-01-05 21:30:00,Surveillance,Open Ocean,51.4,19.66,45.8,91.73,70.93,14732.18,123.9,0.73,3,5,1,0,Normal
EVT-00472,2026-01-05 21:45:00,Return,Desert,66.77,23.97,42.73,76.22,76.52,13959.01,93.92,4.06,3,8,3,0,Normal
EVT-00473,2026-01-05 22:00:00,Transit,Mountain,88.09,17.22,60.4,79.26,78.77,15548.66,161.07,2.36,3,0,2,0,Normal
EVT-00474,2026-01-05 22:15:00,Transit,Coastal,72.02,18.42,60.86,88.33,71.92,13521.71,89.85,0.92,2,5,5,0,Normal
EVT-00475,2026-01-05 22:30:00,Surveillance,Open Ocean,81.25,21.43,45.37,70.89,53.38,12419.13,105.15,4.64,1,2,5,0,Normal
EVT-00476,2026-01-05 22:45:00,Surveillance,Coastal,65.48,12.17,45.51,85.74,82.19,15097.93,138.37,4.84,4,1,3,0,Normal
EVT-00477,2026-01-05 23:00:00,Return,Mountain,90.95,22.44,42.01,78.86,71.26,11772.76,81.02,2.92,3,3,3,0,Normal
EVT-00478,2026-01-05 23:15:00,Pre-Mission,Coastal,76.7,22.92,53.85,86.71,88.26,12083.12,116.17,3.63,2,8,2,0,Normal
EVT-00479,2026-01-05 23:30:00,Surveillance,Coastal,80.61,33.62,42.37,78.46,62.09,16303.94,158.12,3.73,0,2,4,0,Normal
EVT-00480,2026-01-05 23:45:00,Pre-Mission,Mountain,98.93,15.74,41.63,88.97,49.57,16054.81,127.39,4.73,3,3,2,0,Normal
EVT-00481,2026-01-06 00:00:00,Launch,Urban,91.65,15.25,52.83,86.14,71.52,11979.56,163.66,3.66,4,1,4,0,Normal
EVT-00482,2026-01-06 00:15:00,Return,Urban,75.24,22.61,40.69,95.8,90.14,10866.12,159.68,0.38,1,3,5,0,Normal
EVT-00483,2026-01-06 00:30:00,Launch,Coastal,72.66,22.91,44.7,86.05,74.25,15657.93,120.27,5.72,4,1,1,0,Normal
EVT-00484,2026-01-06 00:45:00,Surveillance,Urban,75.07,14.79,32.35,80.62,69.2,14001.05,38.21,4.21,1,4,2,0,Normal
EVT-00485,2026-01-06 01:00:00,Transit,Mountain,82.59,15.58,50.63,84.27,59.82,12788.95,81.3,1.68,0,0,2,0,Normal
EVT-00486,2026-01-06 01:15:00,Launch,Open Ocean,77.05,21.25,60.53,76.59,96.61,11195.32,146.72,0.85,6,4,5,0,Normal
EVT-00487,2026-01-06 01:30:00,Launch,Urban,74.44,13.03,50.77,88.84,57.59,12829.24,65.74,3.31,4,1,4,0,Normal
EVT-00488,2026-01-06 01:45:00,Transit,Urban,91.2,15.54,56.69,90.13,61.84,11945.73,108.57,2.05,2,5,1,0,Normal
EVT-00489,2026-01-06 02:00:00,Surveillance,Urban,76.97,18.54,38.23,100.0,79.98,10339.15,131.85,3.03,2,5,2,0,Normal
EVT-00490,2026-01-06 02:15:00,Surveillance,Mountain,98.7,23.98,46.89,81.65,46.02,12322.61,171.43,3.69,4,1,4,0,Normal
EVT-00491,2026-01-06 02:30:00,Return,Coastal,78.82,14.37,37.45,84.13,89.84,12663.56,99.87,1.59,4,1,5,0,Normal
EVT-00492,2026-01-06 02:45:00,Return,Mountain,94.07,6.95,43.18,81.97,80.74,11061.51,97.48,0.71,0,3,3,0,Normal
EVT-00493,2026-01-06 03:00:00,Surveillance,Urban,81.22,6.5,51.18,87.48,84.59,14259.56,118.16,3.12,2,4,1,0,Normal
EVT-00494,2026-01-06 03:15:00,Surveillance,Coastal,86.67,10.44,45.81,88.67,79.81,15222.08,132.28,1.65,3,7,1,0,Normal
EVT-00495,2026-01-06 03:30:00,Launch,Mountain,71.48,10.12,33.7,85.63,69.74,14424.74,114.6,2.73,0,5,1,0,Normal
EVT-00496,2026-01-06 03:45:00,Transit,Mountain,70.32,17.07,58.04,43.58,57.12,11309.38,156.72,0.35,4,4,1,1,Satellite Telemetry Spike
EVT-00497,2026-01-06 04:00:00,Pre-Mission,Mountain,82.14,10.87,33.95,81.68,70.04,13889.55,92.03,2.1,4,4,3,0,Normal
EVT-00498,2026-01-06 04:15:00,Launch,Desert,86.9,13.78,48.93,92.9,58.35,12194.9,124.21,3.64,2,2,2,0,Normal
EVT-00499,2026-01-06 04:30:00,Return,Mountain,78.36,13.36,61.51,89.77,78.81,8910.64,135.58,3.47,2,7,2,0,Normal
EVT-00500,2026-01-06 04:45:00,Transit,Open Ocean,66.42,15.36,55.9,85.92,83.29,13681.82,105.99,1.24,1,3,4,0,Normal
EVT-00501,2026-01-06 05:00:00,Pre-Mission,Mountain,65.76,25.94,29.83,83.8,92.68,12365.33,149.39,0.63,1,5,3,0,Normal
EVT-00502,2026-01-06 05:15:00,Surveillance,Coastal,65.16,21.97,56.37,100.0,77.2,18483.87,125.21,2.53,3,3,4,0,Normal
EVT-00503,2026-01-06 05:30:00,Return,Coastal,62.09,18.1,52.49,80.28,84.94,15643.18,147.61,3.4,0,3,3,0,Normal
EVT-00504,2026-01-06 05:45:00,Return,Coastal,43.15,39.1,43.84,88.09,67.84,13777.88,258.35,3.15,16,5,2,1,Multi-Domain Escalation
EVT-00505,2026-01-06 06:00:00,Launch,Mountain,88.13,15.4,42.57,80.75,65.3,12622.93,133.17,1.68,2,4,5,0,Normal
EVT-00506,2026-01-06 06:15:00,Transit,Coastal,77.88,19.97,53.76,98.5,78.63,12409.31,97.87,2.98,1,6,3,0,Normal
EVT-00507,2026-01-06 06:30:00,Transit,Open Ocean,30.95,53.97,62.14,92.21,66.59,9490.78,335.82,4.9,16,7,5,1,Multi-Domain Escalation
EVT-00508,2026-01-06 06:45:00,Launch,Mountain,76.28,12.55,34.53,81.25,75.77,7652.53,162.85,2.83,5,2,1,0,Normal
EVT-00509,2026-01-06 07:00:00,Launch,Open Ocean,76.53,18.22,49.89,89.59,57.14,9818.6,142.24,0.0,4,3,5,0,Normal
EVT-00510,2026-01-06 07:15:00,Launch,Desert,96.86,5.81,27.9,87.8,59.66,11880.71,84.2,2.83,4,2,4,0,Normal
EVT-00511,2026-01-06 07:30:00,Return,Coastal,64.89,19.27,43.22,82.38,80.9,6736.15,126.33,5.77,3,3,2,0,Normal
EVT-00512,2026-01-06 07:45:00,Surveillance,Coastal,74.48,22.57,54.1,91.31,84.41,10639.2,36.92,0.44,2,4,4,0,Normal
EVT-00513,2026-01-06 08:00:00,Return,Desert,93.35,16.32,45.15,88.73,58.2,11380.97,272.59,10.06,5,1,4,1,Communication Disruption
EVT-00514,2026-01-06 08:15:00,Return,Coastal,82.05,28.9,41.01,87.51,81.39,11461.43,153.64,2.14,1,4,5,0,Normal
EVT-00515,2026-01-06 08:30:00,Return,Coastal,83.07,12.71,52.11,85.71,64.54,10345.69,115.62,2.65,1,2,2,0,Normal
EVT-00516,2026-01-06 08:45:00,Pre-Mission,Open Ocean,79.03,19.3,52.8,89.02,72.23,11146.22,124.13,2.81,5,4,5,0,Normal
EVT-00517,2026-01-06 09:00:00,Return,Mountain,80.97,17.79,55.48,87.61,91.84,16309.73,20.0,4.32,1,1,4,0,Normal
EVT-00518,2026-01-06 09:15:00,Pre-Mission,Urban,85.0,17.4,51.99,86.41,83.3,13655.36,106.27,2.64,2,3,2,0,Normal
EVT-00519,2026-01-06 09:30:00,Transit,Mountain,70.71,17.31,53.65,81.51,83.14,10599.25,131.84,4.54,1,2,2,0,Normal
EVT-00520,2026-01-06 09:45:00,Transit,Mountain,85.9,18.64,50.86,97.86,98.72,11829.13,136.29,2.31,1,4,2,0,Normal
EVT-00521,2026-01-06 10:00:00,Launch,Open Ocean,65.64,23.09,47.12,78.65,62.15,11929.22,153.68,1.94,1,2,3,0,Normal
EVT-00522,2026-01-06 10:15:00,Pre-Mission,Desert,80.96,26.27,45.72,88.99,58.2,10080.11,112.64,1.43,3,5,5,0,Normal
EVT-00523,2026-01-06 10:30:00,Pre-Mission,Urban,79.61,17.99,43.1,83.76,61.89,10077.17,114.2,0.0,4,2,5,0,Normal
EVT-00524,2026-01-06 10:45:00,Return,Urban,72.45,22.89,35.3,98.32,68.44,14526.31,73.38,2.94,3,9,1,0,Normal
EVT-00525,2026-01-06 11:00:00,Launch,Desert,77.8,13.79,37.36,79.68,39.04,10950.54,112.84,5.79,2,3,1,0,Normal
EVT-00526,2026-01-06 11:15:00,Launch,Urban,72.4,22.6,42.74,80.85,69.1,9263.26,75.84,3.23,3,3,1,0,Normal
EVT-00527,2026-01-06 11:30:00,Return,Coastal,68.35,13.43,46.93,79.21,64.38,11892.15,55.32,3.6,5,2,4,0,Normal
EVT-00528,2026-01-06 11:45:00,Pre-Mission,Urban,74.82,24.54,56.53,88.26,82.97,12295.02,82.02,1.84,1,1,2,0,Normal
EVT-00529,2026-01-06 12:00:00,Return,Urban,68.06,31.26,44.67,76.39,76.93,7068.24,172.8,2.11,2,5,4,0,Normal
EVT-00530,2026-01-06 12:15:00,Return,Open Ocean,80.91,17.27,53.03,82.65,63.59,11898.13,110.53,4.08,3,2,4,0,Normal
EVT-00531,2026-01-06 12:30:00,Transit,Urban,67.65,4.84,53.63,70.93,80.26,14169.95,127.7,5.71,3,3,1,0,Normal
EVT-00532,2026-01-06 12:45:00,Pre-Mission,Urban,84.41,14.71,43.15,87.68,82.13,13128.07,102.03,4.88,2,4,4,0,Normal
EVT-00533,2026-01-06 13:00:00,Pre-Mission,Open Ocean,67.37,25.39,49.76,82.5,61.24,17574.49,57.33,3.79,1,3,4,0,Normal
EVT-00534,2026-01-06 13:15:00,Launch,Urban,72.9,21.32,43.05,75.58,65.1,15127.77,152.76,2.56,3,4,5,0,Normal
EVT-00535,2026-01-06 13:30:00,Transit,Open Ocean,72.38,19.49,55.58,93.6,40.84,15622.34,43.97,2.84,1,7,4,0,Normal
EVT-00536,2026-01-06 13:45:00,Pre-Mission,Urban,89.93,24.05,50.09,76.85,56.73,19000.21,100.58,1.29,1,3,2,0,Normal
EVT-00537,2026-01-06 14:00:00,Transit,Urban,80.97,20.91,35.48,91.58,61.61,13895.39,118.09,0.18,3,2,5,0,Normal
EVT-00538,2026-01-06 14:15:00,Pre-Mission,Urban,76.09,25.31,46.29,81.09,73.04,12407.68,128.07,0.7,3,1,2,0,Normal
EVT-00539,2026-01-06 14:30:00,Transit,Desert,82.49,23.52,58.18,97.21,58.76,14434.35,94.57,2.58,4,0,5,0,Normal
EVT-00540,2026-01-06 14:45:00,Pre-Mission,Desert,59.04,27.13,43.55,91.25,64.81,10601.91,55.67,2.03,0,1,2,0,Normal
EVT-00541,2026-01-06 15:00:00,Surveillance,Mountain,77.61,20.15,48.58,78.94,54.85,12269.22,91.96,0.15,2,4,5,0,Normal
EVT-00542,2026-01-06 15:15:00,Pre-Mission,Coastal,95.98,23.43,74.14,52.18,74.4,10380.68,93.79,2.44,2,3,4,1,Satellite Telemetry Spike
EVT-00543,2026-01-06 15:30:00,Pre-Mission,Urban,79.19,16.16,36.71,90.24,77.96,12994.96,92.94,1.99,1,1,3,0,Normal
EVT-00544,2026-01-06 15:45:00,Pre-Mission,Mountain,78.61,14.39,49.09,84.16,77.63,10370.23,153.95,0.62,3,3,2,0,Normal
EVT-00545,2026-01-06 16:00:00,Return,Coastal,82.93,28.24,33.85,84.81,72.17,10282.68,77.52,1.91,2,2,1,0,Normal
EVT-00546,2026-01-06 16:15:00,Pre-Mission,Mountain,86.06,19.3,40.0,94.91,50.42,13033.68,130.53,1.99,2,4,5,0,Normal
