event_id,timestamp,mission_phase,region_type,radar_signal_strength,radar_noise_level,satellite_temperature,satellite_power_level,uav_battery_level,uav_altitude,communication_latency_ms,communication_packet_loss,cyber_alert_count,failed_login_attempts,weather_severity,anomaly_label,anomaly_type,hour,day_of_week,is_night_operation,radar_health_score,satellite_stability_score,uav_operational_score,communication_reliability_score,cyber_pressure_index,environmental_risk_index,sensor_degradation_index,multi_domain_pressure_score,simultaneous_domain_stress_count,mission_risk_score,risk_level,isolation_forest_anomaly,ml_anomaly_prediction,ml_anomaly_probability
EVT-00481,2026-01-06 00:00:00,Launch,Urban,91.65,15.25,52.83,86.14,71.52,11979.56,163.66,3.66,4,1,4,0,Normal,0,1,1,76.4,59.725,64.439472,74.0972,11.8,40,30.80445,25.104108099999998,1,30.23,Moderate,0,0,0.0
EVT-00482,2026-01-06 00:15:00,Return,Urban,75.24,22.61,40.69,95.8,90.14,10866.12,159.68,0.38,1,3,5,0,Normal,0,1,1,52.629999999999995,75.455,76.137344,85.8956,7.9,50,33.74185,22.721363699999998,1,29.17,Low,0,0,0.0
EVT-00483,2026-01-06 00:30:00,Launch,Coastal,72.66,22.91,44.7,86.05,74.25,15657.93,120.27,5.72,4,1,1,0,Normal,0,1,1,49.75,63.699999999999996,70.76451599999999,70.3584,11.8,10,35.572900000000004,25.984901800000003,0,27.82,Low,0,0,0.0
EVT-00484,2026-01-06 00:45:00,Surveillance,Urban,75.07,14.79,32.35,80.62,69.2,14001.05,38.21,4.21,1,4,2,0,Normal,0,1,1,60.279999999999994,64.44500000000001,65.24126,82.2082,9.7,20,30.238699999999998,23.954163,0,24.66,Low,0,0,0.0
EVT-00485,2026-01-06 01:00:00,Transit,Mountain,82.59,15.58,50.63,84.27,59.82,12788.95,81.3,1.68,0,0,2,0,Normal,1,1,1,67.01,58.955,57.22074,87.616,0.0,20,27.90375,21.112539499999997,0,22.09,Low,0,0,0.0
EVT-00486,2026-01-06 01:15:00,Launch,Open Ocean,77.05,21.25,60.53,76.59,96.61,11195.32,146.72,0.85,6,4,5,0,Normal,1,1,1,55.8,46.325,81.06138399999999,85.2874,22.2,50,40.066900000000004,29.587828200000004,1,35.54,Moderate,0,0,0.01
EVT-00487,2026-01-06 01:30:00,Launch,Urban,74.44,13.03,50.77,88.84,57.59,12829.24,65.74,3.31,4,1,4,0,Normal,1,1,1,61.41,63.455,55.708088000000004,83.1558,11.8,40,32.8538,27.7725924,1,31.96,Moderate,0,0,0.0
EVT-00488,2026-01-06 01:45:00,Transit,Urban,91.2,15.54,56.69,90.13,61.84,11945.73,108.57,2.05,2,5,1,0,Normal,1,1,1,75.66,61.785,57.622876,84.13940000000001,14.0,10,23.537899999999997,23.9674798,0,22.44,Low,0,0,0.0
EVT-00489,2026-01-06 02:00:00,Surveillance,Urban,76.97,18.54,38.23,100.0,79.98,10339.15,131.85,3.03,2,5,2,0,Normal,2,1,1,58.43,80.885,68.39298,78.847,14.0,20,27.6165,23.648829,0,23.64,Low,0,0,0.0
EVT-00490,2026-01-06 02:15:00,Surveillance,Mountain,98.7,23.98,46.89,81.65,46.02,12322.61,171.43,3.69,4,1,4,0,Normal,2,1,1,74.72,58.205000000000005,47.001132,73.3706,11.8,40,31.954099999999997,29.109118600000002,1,32.95,Moderate,0,0,0.0
EVT-00491,2026-01-06 02:30:00,Return,Coastal,78.82,14.37,37.45,84.13,89.84,12663.56,99.87,1.59,4,1,5,0,Normal,2,1,1,64.44999999999999,65.405,78.084272,86.4454,11.8,50,31.9799,22.9041006,1,28.86,Low,0,0,0.0
EVT-00492,2026-01-06 02:45:00,Return,Mountain,94.07,6.95,43.18,81.97,80.74,11061.51,97.48,0.71,0,3,3,0,Normal,2,1,1,87.11999999999999,60.379999999999995,69.791812,89.7166,5.4,30,21.483850000000004,17.5993701,0,18.18,Low,0,0,0.0
EVT-00493,2026-01-06 03:00:00,Surveillance,Urban,81.22,6.5,51.18,87.48,84.59,14259.56,118.16,3.12,2,4,1,0,Normal,3,1,1,74.72,61.89,76.324472,79.6272,12.2,10,24.9687,20.2410206,0,20.9,Low,0,0,0.0
EVT-00494,2026-01-06 03:15:00,Surveillance,Coastal,86.67,10.44,45.81,88.67,79.81,15222.08,132.28,1.65,3,7,1,0,Normal,3,1,1,76.23,65.765,74.133496,83.64259999999999,20.1,10,22.4676,22.3187208,0,21.16,Low,0,0,0.0
EVT-00495,2026-01-06 03:30:00,Launch,Mountain,71.48,10.12,33.7,85.63,69.74,14424.74,114.6,2.73,0,5,1,0,Normal,3,1,1,61.36000000000001,68.78,66.12768799999999,81.27699999999999,9.0,10,27.50975,22.303849900000003,0,22.69,Low,0,0,0.0
EVT-00496,2026-01-06 03:45:00,Transit,Mountain,70.32,17.07,58.04,43.58,57.12,11309.38,156.72,0.35,4,4,1,1,Satellite Telemetry Spike,3,1,1,53.24999999999999,14.559999999999999,53.55525599999999,86.23740000000001,17.2,10,42.663149999999995,34.5073663,1,38.9,Moderate,1,1,0.96
EVT-00497,2026-01-06 04:00:00,Pre-Mission,Mountain,82.14,10.87,33.95,81.68,70.04,13889.55,92.03,2.1,4,4,3,0,Normal,4,1,1,71.27,64.70500000000001,65.69546,85.28760000000001,17.2,30,27.057349999999996,25.0567155,0,24.39,Low,0,0,0.0
EVT-00498,2026-01-06 04:15:00,Launch,Desert,86.9,13.78,48.93,92.9,58.35,12194.9,124.21,3.64,2,2,2,0,Normal,4,1,1,73.12,68.435,55.47888,77.3232,8.6,20,25.968449999999997,23.6000265,0,23.31,Low,0,0,0.0
EVT-00499,2026-01-06 04:30:00,Return,Mountain,78.36,13.36,61.51,89.77,78.81,8910.64,135.58,3.47,2,7,2,0,Normal,4,1,1,65.0,59.015,65.859768,77.0086,17.6,20,31.2441,27.047891399999997,0,27.09,Low,0,0,0.01
EVT-00500,2026-01-06 04:45:00,Transit,Open Ocean,66.42,15.36,55.9,85.92,83.29,13681.82,105.99,1.24,1,3,4,0,Normal,4,1,1,51.06,57.97,74.721184,87.18079999999999,7.9,40,36.841300000000004,24.399348200000006,1,31.09,Moderate,0,0,0.0
EVT-00501,2026-01-06 05:00:00,Pre-Mission,Mountain,65.76,25.94,29.83,83.8,92.68,12365.33,149.39,0.63,1,5,3,0,Normal,5,1,1,39.82000000000001,68.88499999999999,79.71439600000001,85.8438,11.5,30,36.880799999999994,24.678480799999996,1,31.05,Moderate,0,0,0.0
EVT-00502,2026-01-06 05:15:00,Surveillance,Coastal,65.16,21.97,56.37,100.0,77.2,18483.87,125.21,2.53,3,3,4,0,Normal,5,1,1,43.19,71.815,76.220644,81.12819999999999,12.9,40,37.6477,26.212336200000003,2,36.5,Moderate,0,0,0.0
EVT-00503,2026-01-06 05:30:00,Return,Coastal,62.09,18.1,52.49,80.28,84.94,15643.18,147.61,3.4,0,3,3,0,Normal,5,1,1,43.99,54.035,78.229816,76.29119999999999,5.4,30,41.521950000000004,24.928914300000002,1,33.17,Moderate,0,0,0.005
EVT-00504,2026-01-06 05:45:00,Return,Coastal,43.15,39.1,43.84,88.09,67.84,13777.88,258.35,3.15,16,5,2,1,Multi-Domain Escalation,5,1,1,4.049999999999997,66.17,64.021456,68.30699999999999,49.0,20,52.963249999999995,48.1791713,2,54.37,Moderate,1,1,1.0
EVT-00505,2026-01-06 06:00:00,Launch,Mountain,88.13,15.4,42.57,80.75,65.3,12622.93,133.17,1.68,2,4,5,0,Normal,6,1,0,72.72999999999999,59.465,60.857516,83.46640000000001,12.2,50,31.31165,26.188739299999998,1,30.77,Moderate,0,0,0.0
EVT-00506,2026-01-06 06:15:00,Transit,Coastal,77.88,19.97,53.76,98.5,78.63,12409.31,97.87,2.98,1,6,3,0,Normal,6,1,0,57.91,71.62,69.932172,81.7404,13.3,30,30.8914,24.569695600000003,0,25.31,Low,0,0,0.0
EVT-00507,2026-01-06 06:30:00,Transit,Open Ocean,30.95,53.97,62.14,92.21,66.59,9490.78,335.82,4.9,16,7,5,1,Multi-Domain Escalation,6,1,0,0.0,61.13999999999999,58.001936,55.984399999999994,52.6,50,63.218900000000005,55.25811780000001,3,66.68,High,1,1,1.0
EVT-00508,2026-01-06 06:45:00,Launch,Mountain,76.28,12.55,34.53,81.25,75.77,7652.53,162.85,2.83,5,2,1,0,Normal,6,1,0,63.730000000000004,63.985,62.222035999999996,77.067,16.1,10,28.9315,26.2097678,0,25.67,Low,0,0,0.0
EVT-00509,2026-01-06 07:00:00,Launch,Open Ocean,76.53,18.22,49.89,89.59,57.14,9818.6,142.24,0.0,4,3,5,0,Normal,7,1,0,58.31,64.64500000000001,51.780319999999996,88.6208,15.4,50,33.77504999999999,30.2327085,1,33.59,Moderate,0,0,0.005
EVT-00510,2026-01-06 07:15:00,Launch,Desert,96.86,5.81,27.9,87.8,59.66,11880.71,84.2,2.83,4,2,4,0,Normal,7,1,0,91.05,73.85,56.018851999999995,83.359,13.6,40,19.830250000000003,22.479842100000003,1,24.8,Low,0,0,0.005
EVT-00511,2026-01-06 07:30:00,Return,Coastal,64.89,19.27,43.22,82.38,80.9,6736.15,126.33,5.77,3,3,2,0,Normal,7,1,0,45.620000000000005,60.769999999999996,64.71338,69.6986,12.9,20,39.41585,29.309456500000003,0,31.15,Moderate,0,0,0.01
EVT-00512,2026-01-06 07:45:00,Surveillance,Coastal,74.48,22.57,54.1,91.31,84.41,10639.2,36.92,0.44,2,4,4,0,Normal,7,1,0,51.910000000000004,64.26,71.85404,95.5064,12.2,40,32.8899,24.699647,1,29.65,Low,0,0,0.0
EVT-00513,2026-01-06 08:00:00,Return,Desert,93.35,16.32,45.15,88.73,58.2,11380.97,272.59,10.06,5,1,4,1,Communication Disruption,8,1,0,77.03,66.155,54.397164000000004,42.982800000000005,14.3,40,36.75505,30.665339699999997,2,40.52,Moderate,1,1,0.79
EVT-00514,2026-01-06 08:15:00,Return,Coastal,82.05,28.9,41.01,87.51,81.39,11461.43,153.64,2.14,1,4,5,0,Normal,8,1,0,53.15,67.00500000000001,70.726716,80.2188,9.7,50,37.09155,25.9408543,1,32.41,Moderate,0,0,0.0
EVT-00515,2026-01-06 08:30:00,Return,Coastal,83.07,12.71,52.11,85.71,64.54,10345.69,115.62,2.65,1,2,2,0,Normal,8,1,0,70.35999999999999,59.654999999999994,57.592828000000004,81.4754,6.1,20,28.091400000000007,23.257564400000003,0,23.67,Low,0,0,0.0
EVT-00516,2026-01-06 08:45:00,Pre-Mission,Open Ocean,79.03,19.3,52.8,89.02,72.23,11146.22,124.13,2.81,5,4,5,0,Normal,8,1,0,59.730000000000004,62.62,63.936464,80.2346,19.7,50,35.880849999999995,30.254089699999998,1,34.65,Moderate,0,0,0.005
EVT-00517,2026-01-06 09:00:00,Return,Mountain,80.97,17.79,55.48,87.61,91.84,16309.73,20.0,4.32,1,1,4,0,Normal,9,1,0,63.18,59.870000000000005,83.859676,83.28,4.3,40,33.0995,19.6278398,1,27.31,Low,0,0,0.0
EVT-00518,2026-01-06 09:15:00,Pre-Mission,Urban,85.0,17.4,51.99,86.41,83.3,13655.36,106.27,2.64,2,3,2,0,Normal,9,1,0,67.6,60.41499999999999,74.69643199999999,82.25840000000001,10.4,20,28.671650000000003,21.602956100000004,0,22.87,Low,0,0,0.0
EVT-00519,2026-01-06 09:30:00,Transit,Mountain,70.71,17.31,53.65,81.51,83.14,10599.25,131.84,4.54,1,2,2,0,Normal,9,1,0,53.39999999999999,54.685,70.91709999999999,73.5628,6.1,20,37.248050000000006,24.71320250000001,0,27.7,Low,0,0,0.0
EVT-00520,2026-01-06 09:45:00,Transit,Mountain,85.9,18.64,50.86,97.86,98.72,11829.13,136.29,2.31,1,4,2,0,Normal,9,1,0,67.26,72.43,83.298956,81.0118,9.7,20,26.098549999999996,18.4795563,0,20.17,Low,0,0,0.0
EVT-00521,2026-01-06 10:00:00,Launch,Open Ocean,65.64,23.09,47.12,78.65,62.15,11929.22,153.68,1.94,1,2,3,0,Normal,10,1,0,42.55,55.09,57.820063999999995,80.9156,6.1,30,40.6061,28.843732199999998,1,34.95,Moderate,0,0,0.0
EVT-00522,2026-01-06 10:15:00,Pre-Mission,Desert,80.96,26.27,45.72,88.99,58.2,10080.11,112.64,1.43,3,5,5,0,Normal,10,1,0,54.69,66.13,52.836132000000006,85.9838,16.5,50,35.33005,31.1062961,1,34.67,Moderate,0,0,0.0
EVT-00523,2026-01-06 10:30:00,Pre-Mission,Urban,79.61,17.99,43.1,83.76,61.89,10077.17,114.2,0.0,4,2,5,0,Normal,10,1,0,61.620000000000005,62.21000000000001,55.415604,90.864,13.6,50,32.6645,28.375904199999997,1,32.11,Moderate,0,0,0.0
EVT-00524,2026-01-06 10:45:00,Return,Urban,72.45,22.89,35.3,98.32,68.44,14526.31,73.38,2.94,3,9,1,0,Normal,10,1,0,49.56,80.66999999999999,65.33957199999999,83.83959999999999,23.7,10,28.026600000000002,27.839055600000002,0,25.87,Low,0,0,0.005
EVT-00525,2026-01-06 11:00:00,Launch,Desert,77.8,13.79,37.36,79.68,39.04,10950.54,112.84,5.79,2,3,1,0,Normal,11,1,0,64.00999999999999,61.00000000000001,40.468648,70.7078,10.4,10,31.169549999999997,29.5725679,1,32.58,Moderate,0,0,0.005
EVT-00526,2026-01-06 11:15:00,Launch,Urban,72.4,22.6,42.74,80.85,69.1,9263.26,75.84,3.23,3,3,1,0,Normal,11,1,0,49.800000000000004,59.47999999999999,59.48591199999999,82.62780000000001,12.9,10,33.543049999999994,27.712190099999997,0,27.74,Low,0,0,0.0
EVT-00527,2026-01-06 11:30:00,Return,Coastal,68.35,13.43,46.93,79.21,64.38,11892.15,55.32,3.6,5,2,4,0,Normal,11,1,0,54.919999999999995,55.74499999999999,59.33658,82.9744,16.1,40,37.098150000000004,30.461851500000005,1,34.94,Moderate,0,0,0.005
EVT-00528,2026-01-06 11:45:00,Pre-Mission,Urban,74.82,24.54,56.53,88.26,82.97,12295.02,82.02,1.84,1,1,2,0,Normal,11,1,0,50.279999999999994,59.995000000000005,72.833024,86.9984,4.3,20,33.65365,22.082537700000003,0,24.43,Low,0,0,0.0
EVT-00529,2026-01-06 12:00:00,Return,Urban,68.06,31.26,44.67,76.39,76.93,7068.24,172.8,2.11,2,5,4,0,Normal,12,1,0,36.8,54.055,62.332888,78.791,14.0,40,44.908500000000004,32.6422474,2,42.76,Moderate,0,0,0.1189
EVT-00530,2026-01-06 12:15:00,Return,Open Ocean,80.91,17.27,53.03,82.65,63.59,11898.13,110.53,4.08,3,2,4,0,Normal,12,1,0,63.64,56.135000000000005,58.790756,76.8776,11.1,40,35.472849999999994,28.089631299999997,1,33.3,Moderate,0,0,0.0
EVT-00531,2026-01-06 12:30:00,Transit,Urban,67.65,4.84,53.63,70.93,80.26,14169.95,127.7,5.71,3,3,1,0,Normal,12,1,0,62.81,44.11500000000001,73.18594,69.79899999999999,12.9,10,36.038,26.094912,1,32.31,Moderate,0,0,0.01
EVT-00532,2026-01-06 12:45:00,Pre-Mission,Urban,84.41,14.71,43.15,87.68,82.13,13128.07,102.03,4.88,2,4,4,0,Normal,12,1,0,69.69999999999999,66.105,73.24468399999999,74.7576,12.2,40,31.389350000000004,23.746270700000004,1,29.51,Low,0,0,0.0
EVT-00533,2026-01-06 13:00:00,Pre-Mission,Open Ocean,67.37,25.39,49.76,82.5,61.24,17574.49,57.33,3.79,1,3,4,0,Normal,13,1,0,41.980000000000004,57.620000000000005,63.957388,82.1486,7.9,40,41.36485,28.5877049,2,39.12,Moderate,0,0,0.0046
EVT-00534,2026-01-06 13:15:00,Launch,Urban,72.9,21.32,43.05,75.58,65.1,15127.77,152.76,2.56,3,4,5,0,Normal,13,1,0,51.580000000000005,54.055,63.72332399999999,78.8192,14.7,50,41.228449999999995,30.9531377,1,36.83,Moderate,0,0,0.005
EVT-00535,2026-01-06 13:30:00,Transit,Open Ocean,72.38,19.49,55.58,93.6,40.84,15622.34,43.97,2.84,1,7,4,0,Normal,13,1,0,52.89,65.81,47.334808,86.5424,15.1,40,34.4004,31.298218399999996,1,34.32,Moderate,0,0,0.0
EVT-00536,2026-01-06 13:45:00,Pre-Mission,Urban,89.93,24.05,50.09,76.85,56.73,19000.21,100.58,1.29,1,3,2,0,Normal,13,1,0,65.88000000000001,51.80499999999999,62.511252,87.4386,7.9,20,30.1311,23.821744600000002,0,24.48,Low,0,0,0.01
EVT-00537,2026-01-06 14:00:00,Transit,Urban,80.97,20.91,35.48,91.58,61.61,13895.39,118.09,0.18,3,2,5,0,Normal,14,1,0,60.06,73.84,59.80146799999999,89.92280000000001,11.1,50,30.538299999999996,25.6669414,1,29.77,Low,0,0,0.0
EVT-00538,2026-01-06 14:15:00,Pre-Mission,Urban,76.09,25.31,46.29,81.09,73.04,12407.68,128.07,0.7,3,1,2,0,Normal,14,1,0,50.78,57.94500000000001,66.017216,87.3044,9.3,20,33.914649999999995,25.3131493,0,26.42,Low,0,0,0.0
EVT-00539,2026-01-06 14:30:00,Transit,Desert,82.49,23.52,58.18,97.21,58.76,14434.35,94.57,2.58,4,0,5,0,Normal,14,1,0,58.97,68.11999999999999,58.45322,83.4044,10.0,50,33.9794,27.100085999999997,1,31.99,Moderate,0,0,0.005
EVT-00540,2026-01-06 14:45:00,Pre-Mission,Desert,59.04,27.13,43.55,91.25,64.81,10601.91,55.67,2.03,0,1,2,0,Normal,14,1,0,31.91,69.475,58.089292,88.4414,1.8,20,37.3524,25.820721600000002,1,31.53,Moderate,0,0,0.005
EVT-00541,2026-01-06 15:00:00,Surveillance,Mountain,77.61,20.15,48.58,78.94,54.85,12269.22,91.96,0.15,2,4,5,0,Normal,15,1,0,57.46,54.65,53.118064,92.1182,12.2,50,35.69695,29.710014700000002,1,33.84,Moderate,0,0,0.0
EVT-00542,2026-01-06 15:15:00,Pre-Mission,Coastal,95.98,23.43,74.14,52.18,74.4,10380.68,93.79,2.44,2,3,4,1,Satellite Telemetry Spike,15,1,0,72.55000000000001,15.11,64.536816,83.95679999999999,10.4,40,40.8408,29.110996800000002,2,39.74,Moderate,1,1,0.94
EVT-00543,2026-01-06 15:30:00,Pre-Mission,Urban,79.19,16.16,36.71,90.24,77.96,12994.96,92.94,1.99,1,1,3,0,Normal,15,1,0,63.03,71.88499999999999,70.16595199999999,85.5998,4.3,30,28.0683,20.1025446,0,21.65,Low,0,0,0.0
EVT-00544,2026-01-06 15:45:00,Pre-Mission,Mountain,78.61,14.39,49.09,84.16,77.63,10370.23,153.95,0.62,3,3,2,0,Normal,15,1,0,64.22,59.614999999999995,66.785276,85.514,12.9,20,29.240750000000002,24.316282300000005,0,24.5,Low,0,0,0.0
EVT-00545,2026-01-06 16:00:00,Return,Coastal,82.93,28.24,33.85,84.81,72.17,10282.68,77.52,1.91,2,2,1,0,Normal,16,1,0,54.69000000000001,67.885,62.858216,87.1134,8.6,10,28.608899999999995,23.312361799999998,0,23.37,Low,0,0,0.0
EVT-00546,2026-01-06 16:15:00,Pre-Mission,Mountain,86.06,19.3,40.0,94.91,50.42,13033.68,130.53,1.99,2,4,5,0,Normal,16,1,0,66.76,74.91,50.934416,82.59259999999999,12.2,50,29.75835,27.4743743,1,30.88,Moderate,0,0,0.0
EVT-00547,2026-01-06 16:30:00,Transit,Desert,60.02,22.83,53.61,80.76,63.32,11655.72,125.54,1.51,1,2,5,0,Normal,16,1,0,37.190000000000005,53.955000000000005,58.310863999999995,84.6718,6.1,50,44.82679999999999,30.6448872,2,41.45,Moderate,0,0,0.02
EVT-00548,2026-01-06 16:45:00,Transit,Open Ocean,62.86,18.74,47.85,86.64,66.3,7181.2,153.62,3.98,3,8,3,0,Normal,16,1,0,44.120000000000005,62.715,55.02744,73.78039999999999,21.9,30,39.93415,34.6298795,1,38.39,Moderate,0,0,0.06
EVT-00549,2026-01-06 17:00:00,Transit,Mountain,79.89,14.48,42.56,92.68,66.35,8361.11,115.34,0.0,1,2,5,0,Normal,17,1,0,65.41,71.4,56.478331999999995,90.7728,6.1,50,29.063299999999998,23.9178186,1,28.27,Low,0,0,0.0
EVT-00550,2026-01-06 17:15:00,Surveillance,Urban,71.57,18.07,48.57,91.66,73.05,9131.83,147.69,0.0,0,2,4,0,Normal,17,1,0,53.49999999999999,67.375,62.093196,88.1848,3.6,40,33.38505000000001,23.8646333,1,29.55,Low,0,0,0.0
EVT-00551,2026-01-06 17:30:00,Return,Coastal,89.81,26.62,44.52,84.88,91.96,9792.57,113.97,2.51,3,5,2,0,Normal,17,1,0,63.19,62.61999999999999,76.12308399999998,82.09740000000001,16.5,20,29.704150000000002,23.917250700000004,0,24.53,Low,0,0,0.0
EVT-00552,2026-01-06 17:45:00,Launch,Open Ocean,75.16,21.33,45.1,83.98,83.37,13036.06,299.03,9.07,1,1,5,1,Communication Disruption,17,1,0,53.83,61.43000000000001,74.002272,44.3326,4.3,50,47.21885,27.9530281,2,42.24,Moderate,0,1,0.9396
EVT-00553,2026-01-06 18:00:00,Return,Mountain,60.59,7.73,50.25,73.83,58.17,12547.35,67.4,3.15,1,3,4,0,Normal,18,1,0,52.86,48.705,55.77582,83.583,7.9,40,39.427,29.351985999999997,1,35.02,Moderate,0,0,0.0
EVT-00554,2026-01-06 18:15:00,Launch,Desert,66.59,16.71,39.18,78.61,81.5,14663.2,27.66,1.64,2,1,3,0,Normal,18,1,0,49.88,59.019999999999996,74.64583999999999,92.0472,6.8,30,34.2752,22.874672000000004,0,25.05,Low,0,0,0.0
EVT-00555,2026-01-06 18:30:00,Return,Mountain,53.25,28.69,45.32,88.23,80.96,13882.0,133.21,1.03,3,4,1,0,Normal,18,1,0,24.56,65.57000000000001,73.3304,85.73819999999999,14.7,10,40.07695,28.5135475,1,33.99,Moderate,0,0,0.025
EVT-00556,2026-01-06 18:45:00,Transit,Urban,75.89,16.72,42.5,85.03,60.72,14679.76,135.09,2.49,0,2,4,0,Normal,18,1,0,59.17,63.78,60.11971199999999,80.4778,3.6,40,34.22605,24.6377801,1,30.63,Moderate,0,0,0.0
EVT-00557,2026-01-06 19:00:00,Surveillance,Open Ocean,76.3,7.2,32.32,86.52,83.88,13520.99,136.64,1.79,2,2,2,0,Normal,19,1,0,69.1,70.36,74.941188,82.8038,8.6,20,25.524050000000003,19.5075849,0,20.54,Low,0,0,0.0
EVT-00558,2026-01-06 19:15:00,Return,Desert,74.18,29.36,37.64,93.27,69.75,12524.2,101.63,4.98,0,6,2,0,Normal,19,1,0,44.82000000000001,74.44999999999999,63.85404,74.43960000000001,10.8,20,35.090599999999995,26.799962,1,31.99,Moderate,0,0,0.005
EVT-00559,2026-01-06 19:30:00,Surveillance,Open Ocean,87.71,22.09,57.55,77.69,52.26,14748.38,172.14,1.98,2,2,4,0,Normal,19,1,0,65.61999999999999,48.915,54.280055999999995,79.2988,8.6,40,35.97955,28.344786300000003,1,33.58,Moderate,0,0,0.005
EVT-00560,2026-01-06 19:45:00,Return,Open Ocean,88.79,17.58,48.08,84.35,78.37,14298.53,103.9,2.41,3,2,5,0,Normal,19,1,0,71.21000000000001,60.309999999999995,72.017236,83.253,11.1,50,31.685749999999995,23.740140299999997,1,29.46,Low,0,0,0.0
EVT-00561,2026-01-06 20:00:00,Transit,Coastal,76.47,15.77,34.41,87.32,75.04,12940.24,134.73,6.46,3,4,1,0,Normal,20,1,1,60.7,70.115,68.056288,66.6116,14.7,10,31.07335,25.516749900000004,0,26.28,Low,0,0,0.0
EVT-00562,2026-01-06 20:15:00,Pre-Mission,Coastal,58.79,24.49,32.68,81.07,68.81,15177.68,140.81,2.19,0,4,5,0,Normal,20,1,1,34.3,64.72999999999999,66.380216,81.07019999999999,7.2,50,44.04495000000001,29.064184300000004,2,40.31,Moderate,0,0,0.005
EVT-00563,2026-01-06 20:30:00,Transit,Coastal,83.56,14.75,44.1,96.02,71.48,6135.53,180.16,3.39,3,1,2,0,Normal,20,1,1,68.81,73.97,57.398636,73.7222,9.3,20,26.99345,23.922325299999997,0,23.89,Low,0,0,0.01
EVT-00564,2026-01-06 20:45:00,Pre-Mission,Open Ocean,83.0,24.89,57.49,92.36,61.93,11273.84,108.9,3.53,3,1,3,0,Normal,20,1,1,58.11,63.614999999999995,56.879608,78.93299999999999,9.3,30,33.5245,26.965103400000004,0,27.71,Low,0,0,0.0
EVT-00565,2026-01-06 21:00:00,Return,Mountain,80.78,21.25,43.51,88.03,80.54,11235.52,97.14,3.67,4,5,5,0,Normal,21,1,1,59.53,66.275,69.860624,79.38380000000001,19.0,50,35.24979999999999,28.540285199999996,1,33.45,Moderate,0,0,0.0
EVT-00566,2026-01-06 21:15:00,Launch,Mountain,86.83,19.47,55.46,98.56,71.39,14881.71,67.56,2.96,2,3,2,0,Normal,21,1,1,67.36,70.83,67.831052,84.2352,10.4,20,25.6577,21.6197546,0,21.75,Low,0,0,0.0
EVT-00567,2026-01-06 21:30:00,Launch,Open Ocean,67.52,18.87,47.82,75.51,74.33,15928.49,174.33,2.81,10,15,2,1,Cyber Intrusion Pattern,21,1,1,48.64999999999999,51.60000000000001,71.145188,76.21860000000001,52.0,20,39.017849999999996,41.5289949,1,42.15,Moderate,1,1,0.93
EVT-00568,2026-01-06 21:45:00,Launch,Desert,96.08,16.95,48.77,85.95,77.0,8374.55,134.75,2.66,0,2,5,0,Normal,21,1,1,79.13,61.565,63.949459999999995,79.91,3.6,50,29.435750000000002,21.716195500000005,1,27.69,Low,0,0,0.0
EVT-00569,2026-01-06 22:00:00,Surveillance,Open Ocean,69.37,24.27,34.31,88.56,55.84,15527.92,135.86,1.58,3,6,2,0,Normal,22,1,1,45.10000000000001,71.405,57.721504,83.60119999999999,18.3,20,33.463449999999995,29.919251699999997,0,28.99,Low,0,0,0.0
EVT-00570,2026-01-06 22:15:00,Transit,Open Ocean,84.74,12.81,52.5,79.6,59.48,9071.39,229.08,3.02,3,3,5,0,Normal,22,1,1,71.92999999999999,53.349999999999994,52.521668,71.1036,12.9,50,36.2111,30.3056614,1,35.26,Moderate,0,0,0.125
EVT-00571,2026-01-06 22:30:00,Return,Urban,62.81,8.27,42.32,88.11,41.06,9146.96,131.38,5.75,1,3,2,0,Normal,22,1,1,54.540000000000006,66.95,39.718352,69.3646,7.9,20,34.83235,30.495887099999997,1,34.35,Moderate,0,0,0.005
EVT-00572,2026-01-06 22:45:00,Transit,Coastal,69.63,21.69,51.9,78.25,79.91,11414.29,74.42,4.44,2,5,4,0,Normal,22,1,1,47.94,52.3,69.634148,78.5064,14.0,40,41.519400000000005,29.656900400000005,1,36.04,Moderate,0,0,0.0139
EVT-00573,2026-01-06 23:00:00,Launch,Desert,91.65,21.79,38.49,90.83,55.03,11204.48,113.14,2.99,4,3,3,0,Normal,23,1,1,69.86000000000001,71.585,51.966376,80.4838,15.4,30,27.031799999999997,27.1610348,0,25.71,Low,0,0,0.0
EVT-00574,2026-01-06 23:15:00,Pre-Mission,Open Ocean,75.65,20.88,46.42,93.4,73.86,8103.96,85.88,3.87,3,0,5,0,Normal,23,1,1,54.77000000000001,70.19,61.426752,79.5846,7.5,50,35.886849999999995,26.4887321,1,32.34,Moderate,0,0,0.0
EVT-00575,2026-01-06 23:30:00,Pre-Mission,Urban,85.56,20.45,47.82,87.91,77.19,13624.69,106.14,1.11,1,1,3,0,Normal,23,1,1,65.11,64.0,70.382628,87.62379999999999,4.3,30,28.805550000000004,20.3909719,0,22.06,Low,0,0,0.0
EVT-00576,2026-01-06 23:45:00,Launch,Coastal,80.13,16.08,43.77,73.03,80.43,13698.51,105.91,2.08,4,4,3,0,Normal,23,1,1,64.05,51.144999999999996,72.73921200000001,84.24719999999999,17.2,30,33.23445,26.4276601,0,27.28,Low,0,0,0.0
